_id,id,label,document,entailment,contradiction,neutral
140,905,9,宁波2月6日起封城外地户籍人员不准下高速,宁波2月6日起高速不准被外地户籍人员下,宁波2月6日起封城外地户籍人员可以下高速,引入地铁6号线、新建高铁西站!宁波栎社机场未来新规划出炉
141,969,4,牛蛙被列入禁食名单,牛蛙被列入禁食名单,牛蛙未被列入禁食名单,李伟喜欢吃牛蛙
142,1053,3,喷嚏一打几米远病毒可悬浮一天,喷嚏一打几米远病毒可在空气中悬浮一天,喷嚏一打几米远病毒不能悬浮一天,人们打喷嚏会打出几米远
143,711,3,齐齐哈尔集中关闭社区仓买超市,齐齐哈尔集中关闭社区仓买超市,齐齐哈尔集中开放社区仓买超市,齐齐哈尔在东三省
144,717,9,湖南株洲市强行缴费集中隔离,强行缴费集中隔离发生在湖南株洲市,湖南株洲市没有强行缴费集中隔离,拼球技 促友谊 株洲市一中举行篮球联谊赛
145,425,2,秦皇岛市交建里小区5栋被封,秦皇岛交建里有5栋楼被封。,秦皇岛交建里小区没有楼被封。,秦皇岛交建里小区楼价可能会暴涨。
146,914,7,酒精84消毒液到底怎么用这份使用指南请收好,请收好酒精84消毒液到底怎么用这份使用指南,酒精84消毒液到底怎么用这份使用指南请不要收好,【防艾知识】艾滋病患者家庭的常备消毒液清单!
147,221,6,辽源市排查去过中心医院的人员,去过中心医院的人员在被辽源市排查,辽源市没有排查去过中心医院的人员,“嘉善中心”它来了!
148,169,5,武汉对全体市民进行核酸检测,全体市民在武汉进行核酸检测,武汉没有对全体市民进行核酸检测,"第三届健博会明年4月8日开幕,纪念武汉“重启”一周年"
149,142,5,跑沈阳线路的大连列车员没有确诊接触600人,确诊的跑沈阳线路的大连列车员接触600人,确诊的跑沈阳线路的大连列车员没有接触600人,沈阳市机关事务管理局构建机关事务“一张网”体系
150,600,2,疫情期间可通过大强度的锻炼来提高抵抗力,人们可以在疫情期间，通过大强度的体育锻炼来提高个人抵抗力。,疫情期间不需要通过大强度的训练来提高抵抗力。,大强度的锻炼，可能会带来一定损伤
151,402,6,我国粮食供求总体宽松能满足人民群众日常消费需求,人民群众日常消费需求能满足由于我国粮食供求总体宽松,我国粮食供求总体宽松不能满足人民群众日常消费需求,"如果你控制了粮食,你就控制了全人类,在粮食面前,石油算啥?"
152,1154,6,北京三百多人死亡,三百多人死亡发生在北京,北京三百多人没有死亡,"河北省北部的11个县,6年时间内,为何被划入了北京市?"
153,775,6,郑州市发布“紧急通知”三人同行被查,三人同行被查由于郑州市发布“紧急通知”,郑州市没有发布“紧急通知”三人同行被查,多地教育部门就疫情防控发紧急通知:师生原则上不能离开当地
154,561,3,安徽黄山3月6日开学,三月六日安徽黄山开学,安徽黄山三月六日不开学,安徽黄山的风景很好
155,983,2,银离子抗菌液能杀灭新冠病毒,杀灭新冠病毒可以通过银离子抗菌液。,银离子抗菌液不能杀灭新冠病毒。,抗菌液可以在超市购买。
156,230,4,山东初中毕业年级开学时间确定,山东初中毕业年级开学时间已经确定,山东初中毕业年级开学时间未经确定,9月1日开学啦
157,115,7,全国高等学校外语专业四八级考试上半年不再举行,上半年不再举行全国高等学校外语专业四八级考试,全国高等学校外语专业四八级考试上半年将举行,最新全国医院排行榜发布!广东有九家入围百强
158,191,4,上半年全国高等教育自学考试延期至8月举行,上半年全国高等教育自学考试延期至8月举行,下半年全国高等教育自学考试延期至8月举行,考试是小明最讨厌的事情
159,1159,4,上海出租车网约车停运,上海出租车网约车停运,上海出租车网约车回复运营,上海出租车热线
160,546,2,上海虹口足球场成“集中隔离点”,上海虹口足球场成为了集中隔离点。,上海虹口足球场没有成为集中隔离点。,上海虹口足球场附近有攀岩活动
161,808,2,花桥收费站禁止车辆进入上海,上海花桥收费站禁止外来车辆进入。,花桥收费站没有禁止车辆进入上海。,花桥收费站的收费标准日益增加。
162,924,2,坚持少量多次饮60℃的开水可杀死病毒,少量多次饮用60℃的开水可以杀死病毒。,坚持少量多次饮用60℃的开水，不可以杀死病毒。,开水可以杀灭细菌。
163,251,1,网传深圳中小学生5月11日和18日分批返校,深圳中小学可能在5月11日和18日分批返校。,深圳中学小学生可能不会在5月11日和5月18日分批返校。,深圳中小学可能在9月中旬去上海春游
164,318,4,狮山镇罗村下柏出现聚集性感染新冠肺炎病例,狮山镇罗村下柏出现聚集性感染新冠肺炎病例,狮山镇罗村下柏没有出现聚集性感染新冠肺炎病例,狮山镇罗村是自驾游的好去处
165,62,1,天津王顶堤批发市场检出十几个新冠病毒携带者,十几个新冠病毒携带者，在天津王鼎批发市场被发现。,天津网警批发市场没有出现新冠病毒携带者。,天津王鼎批发市场物廉价美。
166,954,9,第一例新冠肺炎患者来自美国,是美国来的第一例新冠肺炎患者,第一例新冠肺炎患者不是来自美国,"美国彻底陷入混乱,多地爆发激烈交火,官员淡定回应:这就是生活"
167,1010,5,电吹风对手和面部吹 30 秒能消毒,手和面部被电吹风吹了30秒能消毒,电吹风对手和面部吹30秒不能消毒,负离子电吹风对头发发质有帮助
168,1049,1,病毒会存在手机和电梯按键上,手机和电梯按键上可能会存在病毒。,病毒不会存在在手机和电梯按键上。,手机和电梯按键通常有大量细菌。
169,370,2,湖北健康码会泄露手机信息,手机信息在湖北省通过健康码泄露。,湖北省健康码不会泄露手机信息。,现在进大学校园都需要查手机上的健康码。
170,1026,8,比口罩更重要的是手套,手套比口罩更重要,比口罩更重要的不是手套,这款手套最终会让你接触VR中的东西吗?
171,502,6,连云港东海某小区出现输入性新冠肺炎患者,输入性新冠肺炎患者出现在连云港东海某小区,连云港东海某小区没有出现输入性新冠肺炎患者,连云港智慧护栏列入住建部科技示范工程!
172,304,4,沭阳县食盐储备库存充足,沭阳县食盐储备库存充足,沭阳县食盐储备库存不充足,海南省出台食盐储备管理办法
173,815,4,私人邮寄口罩被海关征用,私人邮寄口罩被海关征用,私人邮寄口罩不会被海关征用,私人邮寄口罩凭啥被海关征用
174,907,7,温州顺丰快递查出四例新冠肺炎所有人隔离,四例新冠肺炎在温州顺丰快递被查出所有人隔离,温州顺丰快递没有查出四例新冠肺炎所有人隔离,顺丰速运中转枢纽:最高日处理能力150万件
175,755,4,所有返京人员到京后均应观察14天！,所有返京人员到京后均应观察14,不是所有返京人员到京后均应观察14天,返京人员是回北京的人员
176,180,9,泰安一医院因出现新冠肺炎病例病房楼封闭,泰安一医院病房楼由于出现新冠肺炎病例封闭,泰安一医院没有因出现新冠肺炎病例病房楼封闭,大胆创新勇于实践!泰安体教融合走出新路子
177,702,3,唐山市政府最新消息,唐山市政府有最新消息,唐山市政府没有最新消息,唐山市曾经发生过大地震g
178,59,9,北京突发公共卫生事件应急响应级别上调为二级,突发公共卫生事件应急响应级别在北京被上调为二级,北京突发公共卫生事件应急响应级别没有上调为二级,"坠毁事件16天后,台军F5复飞"
179,479,6,湖北黄梅外出务工人员18日到车站集中上车,外出务工人员在湖北黄梅到车站集中上车,湖北黄梅外出务工人员没有18日到车站集中上车,黄梅推行“四岗”管理 筑牢下沉服务平台
180,656,9,北京新冠肺炎病例不包括外地人,外地人不被北京新冠肺炎病例包括,北京新冠肺炎病例包括外地人,"外地人又开始大举来临桂买房了,本地人还无动于衷?"
181,190,1,武汉实验室“失误证据”被外媒公开,外媒公开了武汉实验室失误证据,外媒没有公开武汉实验室实物证据。,外媒报道了特朗普上台的最新消息
182,545,1,网传大庆肇州县第二中学部分年级3月15号开学,网络上有传言说大庆肇州县第二中学，部分年级3月15日开学。,大庆肇州县第二中学部分年级3月15日不开学。,大庆肇州县第二中学王晓明同学荣获该县科创比赛第1名。
183,1148,8,北京为防控疫情将封城,为防控疫情北京将封城,北京为防控疫情不会封城,"初中生近视防控注意事项来了,师生家长看过来"
184,762,7,大庆未带通行证出行将被集中隔离,未带通行证出行在大庆将被集中隔离,大庆未带通行证出行将不被集中隔离,"23日,大庆东城水库、萨尔图机场计划停电10小时!"
185,1023,2,新冠病毒可以通过蚊虫叮咬传播,蚊虫叮咬可以传播新冠病毒。,新冠病毒不会通过蚊虫叮咬传播。,蚊虫叮咬可以传播多种病毒。
186,1115,2,家畜家禽海鲜都不能吃了,我们不能再吃家禽家畜海鲜了。,可以吃家禽，家畜，海鲜。,海鲜的味道很肥美。
187,291,7,丹阳六中出现学生无症状感染者,无症状感染者出现在丹阳六中,丹阳六中没有出现学生无症状感染者,湖北潜江无症状感染者同车厢46名密切接触者核酸阴性
188,933,5,湘雅医院搭帐篷腾3000床位接收武汉来长沙病人,武汉来长沙病人被湘雅医院搭帐篷腾3000床位接收,湘雅医院搭帐篷没有腾3000床位接收武汉来长沙病人,神经内分泌肿瘤“躲猫猫” 湘雅专家运用这项技术揪出“真凶”
189,918,3,武汉市第一医院急诊科医护人员集体放假,武汉市第一医院急诊科医护的人员集体放假,武汉市第一医院所有医护人员集体放假,武汉市医护人员在疫情冲在防疫第一线
190,915,9,武汉5日凌晨开展雾炮车消毒,雾炮车消毒在武汉5日凌晨被开展,武汉5日凌晨没有开展雾炮车消毒,东风5吨雾炮洒水车报价|10吨雾炮车价格多少钱一辆
191,430,2,西班牙要撤侨早登记早登机,西班牙要撤侨。,西班牙没有要撤侨。,我们可以通过飞机去西班牙。
192,311,4,浠水县5路公交一司机确诊新冠肺炎,浠水县5路公交一司机确诊新冠肺炎,浠水县5路公交一司机确诊新冠肺炎是没有的事,公交车的司机是开公交车的人
193,1101,3,不要收现金会感染新冠病毒,现金可能会传染新冠病毒。,不收现金不会感染新冠病。,现在人们使用现金的频率降低了。
194,619,9,对车轱辘鞋底快递外卖包装也要经常消毒,消毒应经常对车轱辘鞋底快递外卖包装进行,对车轱辘鞋底快递外卖包装不要经常消毒,"车轱辘大的钱币,惨遭遗弃,如今得以重见天日"
195,312,7,武汉要发消费券,消费券会被武汉发出来,武汉不要发消费券,"所有在郑小伙伴,千万消费券最终季开启,每人可领5张"
196,664,1,喷洒消毒剂有可能诱发哮喘,哮喘的诱因可能是喷洒消毒剂。,喷洒消毒剂没有可能诱发哮喘。,喷洒消毒剂可以阻止新冠病毒的传播。
197,88,6,打工男子恶意将新冠病毒从湖北带回河南安阳,新冠病毒被打工男子恶意从湖北带回河南安阳,没有打工男子恶意将新冠病毒从湖北带回河南安阳,"梦想成真!“不可能打工”男子成电动车公司联合创始人,曾多次入狱"
198,319,3,无症状感染者是新冠病毒后期的特征,新冠病毒后期的特征是无症状感染,无症状感染者不是新冠病毒后期的特征,出现无症状感染者
199,966,3,新冠病毒会通过皮肤侵入人体,新冠病毒会通过皮肤侵入人体,新冠病毒不会通过皮肤侵入人体,完好皮肤可以防止病毒入侵
200,970,2,地铁票会传播新冠病毒,新冠病毒可能会通过地铁票传播。,地铁票不会传播新冠病毒。,地铁票上携带有大量细菌。
201,1074,8,吃抗生素可以预防新冠病毒,新冠病毒可以被吃抗生素预防,吃抗生素不可以预防新冠病毒,"这个广谱抗生素用错可致死!这些注意事项,所有医师都应掌握!"
202,641,6,洋葱可以吸附新冠病毒,新冠病毒可以被洋葱吸附,洋葱不可以吸附新冠病毒,发芽的洋葱能吃吗
203,822,2,板蓝根+熏醋可以预防新型冠状病毒,新冠病毒可以通过板蓝根和熏醋来预防。,板蓝根和熏醋没有预防新冠病毒的功能。,板蓝根可在各大药店购买？
204,862,2,吃保健品可以预防新型冠状病毒,新冠病毒可以通过吃保健品来预防。,吃保健品不能预防新冠病毒。,保健品不适合少儿饮用。
205,816,1,喝乳铁蛋白能抑制新型冠状病毒,新冠病毒可以通过喝乳铁蛋白来抑制。,喝乳铁蛋白不能抑制新冠病毒。,乳铁蛋白好喝吗？
206,235,1,量子共振仪可准确检测新冠病毒,新冠病毒可以通过量子共振仪来检测。,新冠病毒不可以通过量子共振仪来检测。,量子共振仪很高级。
207,1068,1,桑拿、汗蒸能预防新冠病毒,新冠病毒可以通过桑拿、汗蒸来预防,新冠病毒不可以通过桑拿、汗蒸来预防,桑拿汗蒸很舒服
208,814,2,晒太阳可以杀灭新型冠状病毒,新冠病毒可以通过晒太阳杀灭。,晒太阳不可以杀灭新型冠状病毒。,晒太阳可以增进钙的吸收。
209,1036,3,双黄连可以预防新冠病毒,新冠病毒可以通过双黄连来预防,双黄连不可以用来预防新冠病毒,双黄连可以在药店购买
210,435,1,室温越高越可以预防新冠肺炎,新冠病毒可以通过提高室温来预防。,新冠病毒不可以通过提高室温来预防。,提高室温可能会引起一些呼吸道疾病。
211,1066,3,熏醋可以预防新冠病毒,新冠病毒可以通过熏醋来预防。,熏醋不可以预防新冠病毒,熏醋不可以食用。
212,1051,6,紫外线消毒灯能杀灭新冠病毒,新冠病毒能被紫外线消毒灯杀灭,紫外线消毒灯不能杀灭新冠病毒,"杀菌消毒,紫外线消毒灯真的“全能”吗?"
213,609,3,新冠病毒试剂盒有自测版,新冠病毒试剂盒有自测版,新冠病毒试剂盒目前没有自测版,新冠病毒试剂盒已经推向市场
214,29,1,霞山东风市场三文鱼店查出冠状病毒,新冠病毒在霞山东风市场三文鱼店被查出。,霞山东风市场三文鱼店没有查出新冠病毒。,三文鱼很好吃。
215,27,9,河南居民感染新冠肺炎,新冠肺炎被河南居民感染,河南居民没有感染新冠肺炎,河南组团进京揽才 一天6.8万人“线上赴约”
216,474,8,在英留学生感染新冠肺炎死亡,新冠肺炎被在英留学生感染并死亡,在英留学生没有感染新冠肺炎死亡,巴西新冠肺炎确诊病例近585万 部分城市疫情呈上升态势
217,935,7,双黄连可预防新冠肺炎感染,新冠肺炎感染可由双黄连预防,双黄连不可预防新冠肺炎感染,注射用血塞通、舒血宁注射液、双黄连注射液入围中药大品种名单
218,728,8,中医药治疗新冠肺炎有效,新冠肺炎可被中医药有效治疗,中医药治疗新冠肺炎无效,专家:与时俱进传承发展好中医药
219,979,3,精油芳疗可以预防新冠肺炎,新冠肺炎可以通过精油芳疗来预防,精油芳疗不可以预防新冠肺炎,精油芳疗的内容可通过百度查询
220,499,6,淡水鱼能传播新冠肺炎,新冠肺炎能被淡水鱼传播,淡水鱼不能传播新冠肺炎,"淡水鱼没法在海水里存活,黄河每天大量鱼进入大海,鱼都去哪了?"
221,231,5,南通市老年康复医院收治新冠肺炎确诊病例,新冠肺炎确诊病例在南通市老年康复医院被收治,南通市老年康复医院没有收治新冠肺炎确诊病例,残疾儿童康复为“折翼天使”装上新“翅膀”
222,300,5,冷水江欧某某为新冠肺炎确诊患者,新冠肺炎确诊患者有冷水江欧某某,冷水江欧某某不是新冠肺炎确诊患者,产业“星火”点亮致富路——冷水江市大力推进产业扶贫工作综述
223,977,7,磷酸氯喹是新冠肺炎特效药,新冠肺炎特效药有磷酸氯喹,磷酸氯喹不是新冠肺炎特效药,磷酸氯喹获一致推荐 多家公司复产
224,227,5,中国隐瞒新冠肺炎疫情,新冠肺炎疫情被中国隐瞒,中国没有隐瞒新冠肺炎疫情,新冠肺炎一般指新型冠状病毒肺炎
225,246,9,武汉籍确诊患者在江西多地传播新冠肺炎,新冠肺炎在江西多地被传播由于武汉籍确诊患者,武汉籍确诊患者没有在江西多地传播新冠肺炎,工资涨了、队伍新了……武汉出的“新办法”令社区工作者动力十足!
226,261,1,常德桥南一KTV发现新冠肺炎疑似病例,新冠疑似病例在常德桥南1KTV发现。,常德桥南1KTV没有出现新冠疑似病例。,常德桥南一KTV出现大神唱歌扰民现象。
227,830,7,吃辣椒能降低新型冠状病毒肺炎死亡风险,新型冠状病毒肺炎死亡风险能因吃辣椒降低,吃辣椒不能降低新型冠状病毒肺炎死亡风险,"辣椒炒肉这样做才好吃,步骤简单,没下过厨房的也能做成功!"
228,811,2,吸新冠肺炎患者二手烟会传染,新型冠状病毒可能会通过二手烟传播。,吸新型肺炎患者的二手烟不会被传染。,吸二手烟不利于健康。
229,768,1,雄黄可以杀死新型冠状病毒,新型冠状病毒可以通过雄黄杀死,雄黄不可以杀死新型冠状病毒,雄黄可以驱邪
230,823,8,吃维C能预防感染新型冠状病毒,新型冠状病毒能被吃维C预防,吃维C不能预防感染新型冠状病毒,"维C好处多,那么是不是补得越多越好呢?"
231,362,5,浙江诸暨发现5例新冠肺炎确诊病例,新增5例新冠肺炎确诊病例发生在浙江诸暨,浙江诸暨没有发现5例新冠肺炎确诊病例,提前完成!覆盖192个村!这个工程每个诸暨人都关心
232,1124,5,不吃野味就不会被感染,野味不被吃就不会被感染,不吃野味就会被感染,"李时珍早已说出吃野味真相,他认为野生动物是生态环境的重要组成部分"
233,429,7,湘潭发现一例从泰国回来的新冠肺炎患者,一例从泰国回来的新冠肺炎患者在湘潭被发现,湘潭没有发现一例从泰国回来的新冠肺炎患者,广东、浙江、云南等22个省份游客有望不需隔离入境泰国
234,410,5,天门市南火车站又出现一例新冠肺炎确诊病例,一例新冠肺炎确诊病例出现在天门市南火车,天门市南火车站没有出现一例新冠肺炎确诊病例,天门市社会治理综合服务中心成立
235,612,6,北京望京大西洋新城社区一名韩国人确诊新冠肺炎,一名韩国人确诊新冠肺炎发生在北京望京大西洋新城社区,北京望京大西洋新城社区一名韩国人没有确诊新冠肺炎,"望京区域的“发家史”,点燃了多少买房人心中的“痛”"
236,571,7,山东特殊困难群众临时纳入医保扶贫范围,医保扶贫范围临时纳入山东特殊困难群众,山东特殊困难群众没有临时纳入医保扶贫范围,河南省医保局:正积极建议将治疗戈谢病等罕见病的药纳入医保
237,737,8,被感染隔离的9月大宝宝向医生求抱抱,医生被感染隔离的9月大宝宝求抱抱,被感染隔离的9月大宝宝并没有向医生求抱抱,白岩松谈医生术后喝葡萄糖水争议:这种质疑不含关切甚至冷酷无情
238,635,5,深圳没派医生护士支援前线,医生护士没被深圳派去支援前线,深圳派了医生护士支援前线,全方位讲述先行示范的深圳故事
239,307,7,哈医大附属第一医院医生感染耳鼻喉科封科,医生在哈医大附属第一医院感染耳鼻喉科封科,哈医大附属第一医院医生没有感染耳鼻喉科没有封科,英国臭名昭著的连环杀手感染新冠后死亡
240,151,1,朝阳市发现确诊病例和疑似病例,疑似病例和确诊病例在朝阳市被发现。,朝阳市没有发现确诊病例和疑似病例。,朝阳市交通委提醒您开车需注意安全。
241,290,7,重庆渝中区朝天门出现疑似病例,疑似病例在重庆渝中区朝天门出现,重庆渝中区朝天门没有出现疑似病例,马炬任中共内江市市中区委书记
242,586,3,疫情期间吃得越补越好,疫情期间吃得越补越好,疫情期间不是吃得越补越好,小明的爷爷说吃得越补越好
243,493,3,疫情期间吃水果必须削皮,疫情期间吃水果一定要削皮,疫情期间吃水果可以不削皮,吃水果削皮是大多数人的选择
244,1142,3,山西高速因疫情封闭,疫情期间山西高速封闭,山西高速没有因为疫情封闭,山西高速的建设给山西带来跟更多的发展机会
245,82,3,中外关系因疫情变消极,疫情使中外关系变得消极,中外关系没有因疫情而变消极,中外关系是学习外交的重要内容
246,637,8,钟南山疫情首先出现在中国但不一定发源在中国,疫情首先出现在中国但不一定发源在中国据钟南山说,钟南山疫情首先出现在中国而且发源在中国,人类起源之谜:非洲确实是人类的发源地
247,809,2,上海陕西北路海防路菜场发现疫情,疫情在上海陕西北路发现。,上海市陕西北路菜场没有发现疫情。,王大妈经常在上海市陕西北路菜场买菜。
248,481,8,湖北襄阳现意大利空降病例,意大利空降病例出现在湖北襄阳,湖北襄阳没有现意大利空降病例,襄阳发布万元悬赏!
249,444,9,国足因北京拒绝落地而滞留迪拜,因北京拒绝落地国足滞留迪拜,国足不是因北京拒绝落地而滞留迪拜,"全网都在“炫宿舍”,中国简单,迪拜豪华,印度的少女心十足"
250,135,9,全国停办因私护照,因私护照在全国停办,全国没有停办因私护照,驻韩国使馆发布关于增加开放护照预约名额的通知
251,202,6,外地游客因新冠病毒感染在重庆渝中死亡,因新冠病毒感染在重庆渝中死亡发生在外地游客身上,没有外地游客因新冠病毒感染在重庆渝中死亡,重庆:川渝两地实现户口网上迁移一站式办理
252,964,8,体温枪伤眼造成永久伤害,永久伤害会被体温枪伤眼造成,体温枪伤眼不会造成永久伤害,男子以售卖体温枪为名实施诈骗被政和警方抓获
253,898,2,口罩用过要剪掉,用过的口罩要剪掉。,口罩用过，没有必要剪掉。,口罩可以预防新冠病毒的传播。
254,987,8,别吃鱼某地有 121 个鱼塘感染,有 121 个鱼塘感染在某地被感染,吃鱼某地没有 121 个鱼塘感染,江苏常熟:男子在鱼塘垂钓溺亡 法院为何判决鱼塘老板无责?
255,974,5,温州确诊病例有 40% 是变异病毒,有 40% 是变异病毒在温州确诊病例中,温州确诊病例没有 40% 是变异病毒,"温州海外商界大佬,因新冠去世"
256,1044,9,别吃鱼某地有121个鱼塘感染,有121个鱼塘在某地被感染别吃鱼,吃鱼某地没有121个鱼塘感染,"“准鹿王”落单滑入鱼塘,怎么也爬不上岸"
257,725,6,桂林市临桂区某小区有6名传销人员确诊,有6名传销人员确诊发生在桂林市临桂区某小区,桂林市临桂区某小区没有6名传销人员确诊,"惊险!桂林一男子持斧四处游荡,还将斧头挥向民警"
258,129,7,邢台市桥西区一小学附近有确诊病例,有确诊病例在邢台市桥西区一小学附近,邢台市桥西区一小学附近没有确诊病例,河北邢台市襄都区:冰雪运动进校园
259,340,6,武汉大智路数码港有无症状病人倒地,有无症状病人倒地发生在武汉大智路数码港,武汉大智路数码港没有无症状病人倒地,武汉:3份进口牛肉标本检出新冠病毒
260,407,9,中国援菲检测试剂盒有质量问题,有质量问题在中国援菲检测试剂盒,中国援菲检测试剂盒没有质量问题,菲律宾马尼拉市长莫雷诺考察中国援菲大桥项目
261,289,2,目前已有专门预防和治疗新冠病毒感染的药物,有专门预防和治疗新冠病毒的药物产生。,目前没有专门预防和治疗新冠病毒的药物。,治疗新冠病毒的药物还在研究中。
262,729,7,新冠肺炎治疗药物于2月15日获批上市,于2月15日新冠肺炎治疗药物获批上市,没有新冠肺炎治疗药物于2月15日获批上市,18岁女孩患血癌 70万治疗费难凑齐
263,1127,5,吸烟就能预防病毒,预防病毒可以靠吸烟,吸烟不能预防病毒,吸烟有危害，不仅仅危害人体健康，还会对社会产生不良的影响
264,857,5,吸烟能够预防新型冠状病毒感染,预防新型冠状病毒感染的方法有吸烟,吸烟不能够预防新型冠状病毒感染,大连一男子在公交车上吸烟 还和司机相谈甚欢
265,192,7,河北衡水民办初高中将在5月末全部开学,在5月末河北衡水民办初高中将全部开学,河北衡水民办初高中不会在5月末全部开学,河北衡水市民政局公开承诺落实情况
266,901,9,70个湖北人在苏州跳高速路口栅栏逃了,在苏州跳高速路口有70个湖北人栅栏逃了,70个湖北人在苏州没有跳高速路口栅栏逃,"湖北人的钱,都花在了这里!"
267,523,4,张家界市疫情期间违章可免分,张家界市疫情期间违章可免分,张家界市疫情期间违章不可免分,张家界是旅游圣地
268,148,1,吉林市舒兰市上千人流动至长春,长春有来自吉林市舒兰市的上千人流入,吉林市舒兰市有很少人流动至长春。,春节期间长春火车站一票难求
269,140,3,长春有一吉林密切接触者逃跑失踪,长春有一吉林密切接触患者的人逃跑失踪,长春没有与吉林密切接触者逃跑失踪,长春和吉林都有火车站
270,622,2,长沙推迟到4月20日复课,长沙4月20日复课。,长沙没有推迟到4月20日复课。,我寒假准备去长沙旅游。
271,794,1,长沙地铁2号线发生疫情启动隔离,长沙地铁2号长沙地铁2号线因有疫情而启动隔离。,长沙地铁2号线没有疫情，没有启动隔离。,长沙地铁2号线客流量巨大
272,12,4,长沙航班顺丰货机检查出新冠病毒,长沙航班顺丰货机检查出新冠病毒,长沙航班顺丰货机没有检查出新冠病毒,shy准备寒假和朋友去长沙玩
273,788,1,用火烧不着的一次性医用口罩是正品,正品医用口罩用火烧不着,正品医用口罩可以用火烧着,正品医用口罩很好用
274,810,1,钟南山发布喝单枞茶吃草莓可防新型肺炎,钟南山发布新型肺炎可以通过喝单枞茶吃草莓预防,钟南山没有发布新型肺炎可以通过喝单枞茶吃草莓预防,吃草莓可以减肥
275,706,8,重庆开州一商家在某广场免费发放口罩,重庆开州口罩被一商家在某广场免费发放,重庆开州一商家在某广场没有免费发放口罩,重庆开州:特色中药材种出“脱贫良方”
276,379,5,疫情影响重庆粮油供应,重庆粮油供应受疫情影响,疫情没有影响重庆粮油供应,项目金额总计达63亿元 第三届山东粮油产业博览会成功举办
277,761,9,受疫情影响重庆主城区从13日起暂停猪肉供应,猪肉供应被暂停受疫情影响重庆主城区从13日起,受疫情影响重庆主城区没有从13日起暂停猪肉供应,一手资料内部曝光!主城热门板块”网红大盘售楼处将开
278,28,8,南昌自来水加大氯气注入 需静置两小时以上再用,自来水氯气注入被加大在南昌 需静置两小时以上再用,南昌自来水没有加大氯气注入 无需静置两小时以上再用,氯气的真面目
279,686,1,疫苗最快4月下旬申报临床试验,最快在4月下旬出疫苗的申报临床报告,疫苗4月下旬不能出申报临床试验,新生儿需要注射疫苗
280,886,6,南京自来水氯气消毒已用最上限标准,最上限标准已被使用在南京自来水氯气消毒,南京自来水氯气消毒没有用最上限标准,熊孩子将两种消毒液混合 致4人氯气中毒1人死亡
